iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000417	lemma and palea pubescence	http://purl.obolibrary.org/obo/PATO_0001320	pubescent hair	http://purl.obolibrary.org/obo/PO_0009034	
