iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000718	wrinkled seed	http://purl.obolibrary.org/obo/PATO_0001810	wrinkled	http://purl.obolibrary.org/obo/PO_0009010	
