iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000237	water stress trait	http://purl.obolibrary.org/obo/TO_0000164	stress trait	http://purl.obolibrary.org/obo/CHEBI_15377	
