iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000889	seed coat hardness	http://purl.obolibrary.org/obo/PATO_0000048	hardness	http://purl.obolibrary.org/obo/PO_0009088	
