iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000872	leaf erect	http://purl.obolibrary.org/obo/PATO_0000622	erect	http://purl.obolibrary.org/obo/PO_0025034	
