iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000051	stem strength	http://purl.obolibrary.org/obo/PATO_0001230	strength	http://purl.obolibrary.org/obo/PO_0009047	
