iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000885	petiolule color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020050	petiolule
http://purl.obolibrary.org/obo/TO_1000010	caruncle color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020060	caruncle
http://purl.obolibrary.org/obo/TO_0000968	hilum color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020063	hilum
http://purl.obolibrary.org/obo/TO_0002724	leaf sheath color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020104	leaf sheath
http://purl.obolibrary.org/obo/TO_0000197	ligule color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020105	ligule
http://purl.obolibrary.org/obo/TO_0000294	leaf sheath auricle color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020106	leaf sheath auricle
http://purl.obolibrary.org/obo/TO_0011003	inflorescence axis color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020122	inflorescence axis
http://purl.obolibrary.org/obo/TO_0000795	tassel inflorescence color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020126	tassel inflorescence
http://purl.obolibrary.org/obo/TO_0000719	leaf vein color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020138	leaf lamina vein
http://purl.obolibrary.org/obo/TO_0000059	node color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020141	stem node
http://purl.obolibrary.org/obo/TO_0000534	culm color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0020142	stem internode
http://purl.obolibrary.org/obo/TO_0000326	leaf color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025034	leaf
http://purl.obolibrary.org/obo/TO_0000878	spine leaf color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025173	spine leaf
http://purl.obolibrary.org/obo/TO_1000018	stem epidermis color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025178	stem epidermis
http://purl.obolibrary.org/obo/TO_0000810	pseudostem color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025248	pseudostem
http://purl.obolibrary.org/obo/TO_0000759	seedling hypocotyl color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025291	seedling hypocotyl
http://purl.obolibrary.org/obo/TO_1000019	disk flower color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025332	disk flower
http://purl.obolibrary.org/obo/TO_0000141	awn color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025349	awn
http://purl.obolibrary.org/obo/TO_0000750	seedling cotyledon color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025471	seedling cotyledon
http://purl.obolibrary.org/obo/TO_0000963	ear color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025597	ear infructescence
http://purl.obolibrary.org/obo/TO_1000017	stem cortex color	http://purl.obolibrary.org/obo/PATO_0000014	color	http://purl.obolibrary.org/obo/PO_0025612	stem cortex
