iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000916	trichome clavate	http://purl.obolibrary.org/obo/PATO_0001883	clavate	http://purl.obolibrary.org/obo/PO_0000282	
