iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000361	stem morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009047	
http://purl.obolibrary.org/obo/TO_0000373	inflorescence morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009049	
http://purl.obolibrary.org/obo/TO_0000657	spikelet morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009051	
http://purl.obolibrary.org/obo/TO_0000776	peduncle morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009053	
http://purl.obolibrary.org/obo/TO_0000816	inflorescence bract morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009054	
http://purl.obolibrary.org/obo/TO_0000815	bract morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009055	
http://purl.obolibrary.org/obo/TO_0000275	perianth morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009058	
http://purl.obolibrary.org/obo/TO_0000950	corolla morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009059	
http://purl.obolibrary.org/obo/TO_0000994	androecium morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009061	
http://purl.obolibrary.org/obo/TO_0000223	pistil morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009062	
http://purl.obolibrary.org/obo/TO_1000022	anther morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009066	
http://purl.obolibrary.org/obo/TO_1000021	plant ovary morphology	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009072	
http://purl.obolibrary.org/obo/TO_0000954	spikelet rachilla morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009080	
http://purl.obolibrary.org/obo/TO_0000784	inflorescence branch morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009081	
http://purl.obolibrary.org/obo/TO_0000274	spikelet floret morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009082	
http://purl.obolibrary.org/obo/TO_0000945	pericarp morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009084	
http://purl.obolibrary.org/obo/TO_0000906	exocarp morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009085	
http://purl.obolibrary.org/obo/TO_0000946	endocarp morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009086	
http://purl.obolibrary.org/obo/TO_0000948	mesocarp morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009087	
http://purl.obolibrary.org/obo/TO_0000838	seed coat morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009088	
http://purl.obolibrary.org/obo/TO_0000575	endosperm morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009089	
http://purl.obolibrary.org/obo/TO_0000979	involucre morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0009100	
http://purl.obolibrary.org/obo/TO_0000749	cotyledon morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020030	
http://purl.obolibrary.org/obo/TO_0000753	coleoptile morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020033	
http://purl.obolibrary.org/obo/TO_0000758	mesocotyl morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020037	
http://purl.obolibrary.org/obo/TO_0000765	petiole morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020038	
http://purl.obolibrary.org/obo/TO_0000829	leaf lamina morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020039	
http://purl.obolibrary.org/obo/TO_0000884	petiolule morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020050	
http://purl.obolibrary.org/obo/TO_0000967	hilum morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020063	
http://purl.obolibrary.org/obo/TO_0000757	hypocotyl morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020100	
http://purl.obolibrary.org/obo/TO_0000832	flag leaf morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020103	
http://purl.obolibrary.org/obo/TO_0000835	leaf sheath morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020104	
http://purl.obolibrary.org/obo/TO_0002748	ligule morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020105	
http://purl.obolibrary.org/obo/TO_0002717	leaf sheath auricle morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020106	
http://purl.obolibrary.org/obo/TO_0000782	inflorescence axis morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020122	
http://purl.obolibrary.org/obo/TO_0000788	tassel inflorescence morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020126	
http://purl.obolibrary.org/obo/TO_0002635	leaf margin morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020128	
http://purl.obolibrary.org/obo/TO_0000969	ear inflorescence morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020136	
http://purl.obolibrary.org/obo/TO_0000822	leaf midvein morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020139	
http://purl.obolibrary.org/obo/TO_0000756	stem internode morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0020142	
http://purl.obolibrary.org/obo/TO_0000754	cardinal organ part morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025001	
http://purl.obolibrary.org/obo/TO_0000738	plant axis morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025004	
http://purl.obolibrary.org/obo/TO_0000833	organ margin morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025005	
http://purl.obolibrary.org/obo/TO_0000842	collective plant organ structure morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025007	
http://purl.obolibrary.org/obo/TO_0000830	leaf lamina margin morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025009	
http://purl.obolibrary.org/obo/TO_0000834	phyllome margin morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025018	
http://purl.obolibrary.org/obo/TO_0000845	collective phyllome structure morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025023	
http://purl.obolibrary.org/obo/TO_0000985	root system morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025025	
http://purl.obolibrary.org/obo/TO_0000739	shoot axis morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025029	
http://purl.obolibrary.org/obo/TO_0000748	leaf morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025034	
http://purl.obolibrary.org/obo/TO_0000764	stalk morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025066	
http://purl.obolibrary.org/obo/TO_0000740	branch morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025073	
http://purl.obolibrary.org/obo/TO_0000925	non-vascular leaf morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025075	
