iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0006063	leaf margin serrated	http://purl.obolibrary.org/obo/PATO_0001206	serrated	http://purl.obolibrary.org/obo/PO_0020128	
