iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000825	leaf flexibility	http://purl.obolibrary.org/obo/PATO_0001543	flexibility	http://purl.obolibrary.org/obo/PO_0025034	
