iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000715	fascicled ear	http://purl.obolibrary.org/obo/PATO_0001861	fasciculated	http://purl.obolibrary.org/obo/PO_0020136	
