iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000194	globular embryo	http://purl.obolibrary.org/obo/PATO_0001499	spherical	http://purl.obolibrary.org/obo/PO_0009009	
