iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000717	rough endosperm	http://purl.obolibrary.org/obo/PATO_0000700	rough	http://purl.obolibrary.org/obo/PO_0009089	
