iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000200	brittle culm	http://purl.obolibrary.org/obo/PATO_0001362	fragile	http://purl.obolibrary.org/obo/PO_0009047	stem
http://purl.obolibrary.org/obo/TO_0000713	brittle endosperm	http://purl.obolibrary.org/obo/PATO_0001362	fragile	http://purl.obolibrary.org/obo/PO_0009089	endosperm
