iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000760	seedling hypocotyl green	http://purl.obolibrary.org/obo/PATO_0000320	green	http://purl.obolibrary.org/obo/PO_0025291	
